chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr5;151199499;151200201;16;4;3;1
chr5;151200365;151200376;16;0;0;0
chr5;151200397;151200811;16;1;1;0
chr5;151488745;151489292;12;1;1;0
chr5;152732487;152732971;5;4;4;0
chr5;153186545;153186945;7;1;1;0
chr5;153455779;153456323;12;3;2;1
chr5;153466661;153467112;12;1;1;0
chr5;153898165;153898510;12;0;0;0
chr5;154144486;154144937;12;3;3;0
chr5;156713593;156714239;17;1;0;1
chr5;156715147;156715694;17;3;1;2
chr5;156811963;156812404;17;2;1;1
chr5;157342563;157343118;17;1;1;0
chr5;157371191;157371761;17;1;1;0
chr5;158459608;158459981;6;2;1;1
chr5;158931826;158932341;13;2;1;1
chr5;158937338;158937841;13;0;0;0
chr5;159077753;159078433;14;5;5;0
chr5;159288037;159288408;14;1;1;0
chr5;159714349;159714940;11;1;1;0
chr5;159940129;159940656;11;2;1;1
chr5;160586642;160587111;11;0;0;0
chr5;163197564;163198228;5;1;1;0
chr5;163615593;163616274;5;3;3;0
chr5;164368064;164368493;0;0;0;0
chr5;164578313;164578960;0;1;0;1
chr5;166208695;166209155;1;1;0;1
chr5;166488696;166489125;1;2;2;0
chr5;166492716;166493275;1;5;4;1
chr5;166709747;166710084;1;1;1;0
chr5;166852078;166852588;2;3;3;0
chr5;167726757;167727168;6;5;3;2
chr5;167728846;167729484;6;0;0;0
chr5;167761137;167761669;6;0;0;0
chr5;167921001;167921610;6;2;2;0
chr5;168006628;168007058;6;0;0;0
chr5;168094393;168094833;8;1;1;0
chr5;168097825;168098214;8;1;1;0
chr5;168313021;168313736;9;1;1;0
chr5;168371066;168371563;9;0;0;0
chr5;168396605;168396940;9;1;0;1
chr5;168772973;168773480;11;2;2;0
chr5;168835176;168835730;13;2;2;0
chr5;168884787;168885359;13;3;2;1
chr5;168930897;168931293;12;3;3;0
chr5;169170953;169171383;9;2;1;1
chr5;169172116;169173819;9;11;8;3
chr5;170025391;170026078;13;2;2;0
chr5;170999914;171000403;13;2;2;0
chr5;171296934;171297360;15;1;1;0
chr5;171315458;171315947;15;2;2;0
chr5;171318169;171318577;15;0;0;0
chr5;171380853;171381237;15;0;0;0
chr5;171468132;171468493;17;2;2;0
chr5;171529497;171529875;18;0;0;0
chr5;171783068;171783430;19;2;2;0
chr5;171877724;171878316;18;5;1;4
chr5;171901279;171901885;17;1;0;1
chr5;171968052;171968627;17;1;1;0
chr5;171996956;171997700;17;1;0;1
chr5;172086980;172087626;18;2;2;0
chr5;172367203;172367949;17;3;3;0
chr5;172595542;172595900;18;0;0;0
chr5;172708787;172709277;16;5;4;1
chr5;172717359;172717671;15;0;0;0
chr5;173350708;173351032;12;0;0;0
chr5;173568052;173568598;8;2;2;0
chr5;173764719;173764764;5;0;0;0
chr5;173764828;173765326;5;1;0;1
chr5;173773392;173773980;5;4;3;1
chr5;173782712;173783286;5;4;2;2
chr5;173882258;173882751;6;2;1;1
chr5;174305023;174305475;8;0;0;0
chr5;174525317;174525759;9;2;2;0
chr5;174803357;174804061;11;3;3;0
chr5;174820887;174821460;14;3;2;1
chr5;175025663;175026237;18;1;1;0
chr5;175095610;175095999;21;1;0;1
chr5;175337811;175338248;23;4;0;4
chr5;175815807;175816130;32;1;1;0
chr5;175867611;175868284;35;2;2;0
chr5;176488503;176489001;42;1;1;0
chr5;176510375;176510838;41;1;1;0
chr5;176906009;176906792;40;1;0;1
chr5;177034832;177035276;38;1;0;1
chr5;177355063;177355462;35;3;0;3
chr5;178913760;178914180;27;3;2;1
chr5;179297332;179298017;30;1;0;1
chr5;179895297;179895853;34;4;3;1
chr5;180621569;180621942;20;2;0;2
chr6;809205;809533;9;2;1;1
chr6;811225;811903;9;4;2;2
chr6;837324;837950;9;2;2;0
chr6;1348852;1349294;9;2;1;1
chr6;1657311;1657751;7;1;1;0
chr6;1758322;1758857;7;1;1;0
chr6;1767558;1768128;8;3;1;2
chr6;1851101;1851580;9;1;0;1
chr6;1870350;1870727;9;2;2;0
chr6;1872665;1873304;9;2;2;0
chr6;1873663;1874182;9;0;0;0
chr6;2140845;2141601;13;3;2;1
chr6;2809228;2809644;15;0;0;0
chr6;2932384;2932892;16;3;3;0
chr6;2942984;2943468;16;1;1;0
chr6;3292303;3292747;20;1;1;0
chr6;3293373;3294169;20;3;2;1
chr6;3346132;3346566;20;3;2;1
chr6;3454356;3454959;20;4;2;2
chr6;3478457;3479049;20;2;1;1
chr6;4371410;4372034;13;5;0;5
chr6;4372796;4373191;13;2;2;0
chr6;4436110;4436639;13;3;2;1
chr6;5096718;5097086;8;1;1;0
chr6;7043196;7043638;13;0;0;0
chr6;7467459;7467884;14;1;1;0
chr6;7471077;7471540;14;6;3;3
chr6;7496588;7496958;14;1;0;1
chr6;7537897;7538393;14;1;0;1
chr6;7540592;7540689;14;0;0;0
chr6;7540695;7541186;14;1;0;1
chr6;8109191;8109788;13;0;0;0
chr6;8441644;8442133;9;4;4;0
chr6;9398204;9398719;3;2;2;0
chr6;9398758;9398965;3;0;0;0
chr6;9435496;9436509;3;5;4;1
chr6;10488229;10488611;16;1;1;0
chr6;10511649;10512082;16;1;1;0
chr6;10583731;10584277;17;3;1;2
chr6;11205971;11206466;19;2;2;0
chr6;11270622;11271149;18;2;2;0
chr6;11390302;11390777;19;2;2;0
chr6;11822002;11822417;14;2;1;1
chr6;12881283;12882032;11;6;1;5
chr6;12954418;12954936;12;4;4;0
chr6;13113217;13113519;12;3;3;0
chr6;13175432;13175807;12;1;1;0
chr6;13337910;13338450;11;1;1;0
chr6;13354553;13355173;11;2;2;0
chr6;13360728;13361202;11;0;0;0
chr6;13411004;13411437;11;0;0;0
chr6;13611931;13612304;11;3;3;0
chr6;14009462;14010010;11;1;1;0
chr6;14623238;14623892;7;4;4;0
chr6;14720648;14721091;5;1;1;0
chr6;15036767;15037327;3;1;1;0
chr6;15222109;15222522;3;4;1;3
chr6;15343700;15344315;5;4;2;2
chr6;15389953;15390459;5;1;1;0
chr6;15438039;15438308;5;2;2;0
chr6;16362573;16363024;7;2;2;0
chr6;16380510;16381239;7;2;1;1
chr6;16658608;16659003;9;0;0;0
chr6;16805191;16805761;9;0;0;0
chr6;16805790;16806333;9;1;1;0
chr6;17289487;17289746;12;1;0;1
chr6;17289804;17290501;12;2;2;0
chr6;17418613;17419057;12;1;1;0
chr6;17919621;17920143;11;0;0;0
chr6;19040644;19041214;6;1;1;0
chr6;19700230;19700707;4;0;0;0
chr6;20008290;20008844;4;3;2;1
chr6;20217701;20218114;4;1;1;0
chr6;20238929;20239480;4;4;2;2
chr6;20674928;20675288;5;1;1;0
chr6;21166880;21167465;4;2;2;0
chr6;21342040;21342641;4;5;4;1
chr6;21342661;21343247;4;2;2;0
chr6;21588341;21588866;4;2;1;1
chr6;21749954;21750457;4;3;2;1
chr6;21847968;21848474;4;1;1;0
chr6;23154445;23154800;3;0;0;0
chr6;24346340;24346795;14;1;0;1
chr6;24400762;24401186;14;1;0;1
chr6;24584059;24584854;14;2;1;1
chr6;24721122;24721831;15;3;2;1
chr6;24764457;24764870;18;0;0;0
chr6;24929399;24929801;21;4;2;2
chr6;25062622;25063219;31;3;2;1
chr6;25166609;25167074;37;2;2;0
chr6;25265999;25266449;51;2;2;0
chr6;25486397;25486721;56;0;0;0
chr6;25524726;25525048;56;0;0;0
chr6;25895600;25896424;52;4;4;0
chr6;26157994;26158495;56;1;1;0
chr6;27113708;27114219;60;2;2;0
chr6;27155031;27155875;58;3;2;1
chr6;27163455;27163807;57;1;0;1
chr6;28092084;28092598;48;1;1;0
chr6;28317743;28318156;43;2;1;1
chr6;33660990;33661858;51;3;1;2
chr6;33854499;33855180;46;2;0;2
chr6;33879112;33879806;47;1;1;0
chr6;34528236;34528701;30;3;2;1
chr6;34832877;34833431;29;1;1;0
chr6;35016291;35016684;31;0;0;0
chr6;35206471;35207233;32;2;1;1
chr6;35207845;35208308;32;1;1;0
chr6;35569019;35569574;32;1;1;0
chr6;35569776;35570374;32;3;2;1
chr6;35996465;35996967;36;1;1;0
chr6;36035417;36035942;37;1;1;0
chr6;36333372;36333823;36;3;1;2
chr6;36601131;36601548;34;1;0;1
chr6;36816829;36817450;29;3;2;1
chr6;36835483;36835739;29;5;3;2
chr6;36853411;36853723;29;0;0;0
chr6;36938803;36939460;28;4;4;0
chr6;37093718;37094265;26;5;2;3
chr6;37455680;37456093;21;1;0;1
chr6;37532575;37533051;19;3;1;2
chr6;37635187;37635784;18;4;2;2
chr6;37637467;37637886;18;1;0;1
chr6;37645112;37645460;19;1;1;0
chr6;38453817;38454293;12;3;3;0
chr6;39182726;39183300;11;2;2;0
chr6;39264718;39265092;11;0;0;0
chr6;40392948;40393342;15;1;0;1
chr6;41022875;41023423;25;1;0;1
chr6;41335446;41335821;31;2;1;1
chr6;41673379;41673974;32;5;1;4
chr6;41684167;41684652;32;2;1;1
chr6;42336678;42337103;44;2;1;1
chr6;42345740;42346183;44;0;0;0
chr6;42407609;42408243;45;3;2;1
chr6;42981614;42982181;47;3;2;1
chr6;42984181;42984626;47;0;0;0
chr6;43904726;43905633;47;4;1;3
chr6;43954173;43954689;44;2;1;1
chr6;43973614;43974524;44;3;1;2
chr6;44094479;44094834;37;0;0;0
chr6;44750884;44751509;18;4;3;1
chr6;44822739;44823224;17;2;2;0
chr6;45086472;45086998;17;0;0;0
chr6;45153427;45153859;16;4;2;2
chr6;45415642;45415984;7;2;1;1
chr6;45847955;45848321;13;0;0;0
chr6;45867095;45867538;13;2;0;2
chr6;45954691;45955111;13;2;2;0
chr6;46405535;46406107;14;0;0;0
chr6;46452075;46452842;15;1;1;0
chr6;47051238;47051704;17;1;1;0
chr6;47210222;47210706;15;2;2;0
chr6;47658331;47658938;12;4;3;1
chr6;47821080;47821111;8;0;0;0
chr6;47821140;47821609;8;2;2;0
chr6;47883585;47884050;8;1;1;0
chr6;47944976;47945398;7;0;0;0
chr6;49882190;49883257;16;2;2;0
chr6;50236705;50237186;16;0;0;0
chr6;50417481;50418021;16;3;2;1
chr6;50558786;50559501;13;1;1;0
chr6;51830041;51830676;12;4;4;0
chr6;51932778;51933299;15;3;0;3
chr6;53675801;53676407;12;1;0;1
chr6;53918714;53919318;10;0;0;0
chr6;54099396;54099951;8;2;2;0
chr6;54114637;54115010;8;1;1;0
chr6;54131184;54131734;8;1;1;0
chr6;55217578;55218256;7;1;1;0
chr6;55418635;55418980;7;3;2;1
chr6;55558916;55559415;7;2;2;0
chr6;55675643;55676164;7;2;2;0
chr6;55690487;55690800;7;0;0;0
chr6;55701286;55701815;7;0;0;0
chr6;55891400;55892005;7;2;0;2
chr6;56153191;56153624;10;2;2;0
chr6;56288987;56289834;10;4;2;2
chr6;56609280;56609721;9;1;1;0
chr6;62597489;62597914;2;1;1;0
chr6;63322118;63322729;4;0;0;0
chr6;63972699;63973160;6;2;1;1
chr6;64186219;64186848;5;0;0;0
chr6;66171068;66171622;1;3;2;1
chr6;66264316;66264807;1;2;1;1
chr6;66475916;66476558;1;2;2;0
chr6;69390070;69390594;2;3;2;1
chr6;71418171;71418561;8;2;2;0
chr6;72236623;72237116;6;1;1;0
chr6;73100277;73100690;8;1;1;0
chr6;73471444;73471995;14;1;1;0
chr6;73497083;73497802;14;3;3;0
chr6;73819410;73820094;14;1;0;1
chr6;76058968;76059404;7;2;1;1
chr6;76200684;76201352;7;1;1;0
chr6;76583848;76584424;7;2;1;1
chr6;77126883;77127399;4;0;0;0
chr6;77182568;77182959;5;2;1;1
chr6;77261979;77262383;4;2;2;0
chr6;77743864;77744270;3;1;0;1
chr6;78297625;78298132;2;1;1;0
chr6;79693788;79694467;6;1;0;1
chr6;80121230;80121793;8;0;0;0
chr6;80324467;80325028;8;1;1;0
chr6;80920165;80920748;6;0;0;0
chr6;81076228;81076904;5;4;4;0
chr6;81077138;81077629;5;3;2;1
chr6;81237702;81238233;6;0;0;0
chr6;82092428;82092943;4;2;2;0
chr6;82280380;82280795;4;0;0;0
chr6;82469666;82469947;4;1;1;0
chr6;84600277;84600704;13;4;3;1
chr6;84761756;84762304;13;1;1;0
chr6;84767987;84768639;13;3;2;1
chr6;85256973;85257719;8;3;3;0
chr6;85270132;85270520;9;3;3;0
chr6;85327865;85329051;10;3;2;1
chr6;85374939;85375680;10;2;2;0
chr6;85443459;85444010;9;2;1;1
chr6;86826945;86827408;6;0;0;0
chr6;87129725;87130332;14;2;1;1
chr6;87134431;87135009;14;3;2;1
chr6;87319716;87320157;15;3;2;1
chr6;87325016;87325382;14;0;0;0
chr6;88046021;88046492;16;0;0;0
chr6;88660353;88660936;17;5;5;0
chr6;89745413;89745925;16;0;0;0
chr6;90082154;90082650;14;1;1;0
chr6;90311662;90312634;15;1;0;1
chr6;90684387;90684976;13;6;3;3
chr6;90995389;90995763;9;2;1;1
chr6;91359890;91360220;4;3;3;0
chr6;91387785;91388698;4;1;1;0
chr6;91463431;91463912;4;2;1;1
chr6;91499698;91500339;4;3;3;0
chr6;91526307;91526874;4;5;4;1
chr6;92464351;92464798;0;3;2;1
chr6;93273955;93274622;1;1;1;0
chr6;97902674;97903146;6;1;1;0
chr6;98042676;98043222;5;0;0;0
chr6;98116528;98117562;4;4;3;1
chr6;99956695;99957192;11;0;0;0
chr6;100016508;100017002;11;3;1;2
chr6;105402435;105402742;5;1;0;1
chr6;105535533;105535881;6;1;1;0
chr6;105674139;105675030;7;2;2;0
chr6;105720669;105721262;7;2;2;0
chr6;105745257;105745925;7;1;1;0
chr6;105748846;105749350;7;0;0;0
chr6;105793877;105794328;7;0;0;0
chr6;106048396;106049114;9;1;1;0
chr6;106511715;106512512;12;1;0;1
chr6;106560895;106561513;11;4;2;2
chr6;107518704;107519178;13;2;1;1
chr6;107563115;107563328;13;1;0;1
chr6;107840404;107840764;13;1;0;1
chr6;107857338;107858039;13;3;2;1
chr6;108124901;108125354;11;1;0;1
chr6;108277961;108278346;12;1;1;0
chr6;108764282;108764693;15;3;2;1
chr6;108901763;108902205;17;3;3;0
chr6;109557478;109558028;16;3;2;1
chr6;109621253;109621264;16;0;0;0
chr6;109621389;109621912;16;0;0;0
chr6;110137772;110138329;17;2;2;0
chr6;110816957;110817606;15;3;3;0
chr6;110863192;110863865;15;3;1;2
chr6;111426644;111427170;17;2;2;0
chr6;111658058;111658471;16;0;0;0
chr6;112024940;112025295;14;0;0;0
chr6;112292237;112292784;11;0;0;0
chr6;112519910;112520571;10;3;1;2
chr6;112528850;112529410;10;0;0;0
chr6;112580137;112581085;9;2;2;0
chr6;112603475;112603971;8;2;2;0
chr6;112758157;112758741;8;2;2;0
chr6;113043393;113044100;6;3;3;0
chr6;113091542;113092056;6;2;2;0
chr6;113734964;113735378;3;0;0;0
chr6;113885578;113886344;3;3;2;1
chr6;113908070;113908465;3;4;3;1
chr6;113964207;113964861;3;1;1;0
chr6;113969805;113970404;3;1;1;0
chr6;114063360;114064249;3;6;5;1
chr6;116706258;116706657;21;0;0;0
chr6;116729634;116730082;21;2;2;0
chr6;118278922;118279329;10;2;1;1
chr6;118858741;118859236;10;3;3;0
chr6;119030265;119031080;8;3;2;1
chr6;119048869;119049510;7;3;3;0
chr6;119491654;119492138;7;3;1;2
chr6;119634038;119634564;7;0;0;0
chr6;119682305;119682878;6;2;0;2
chr6;119833599;119833965;6;2;2;0
chr6;119974500;119974891;5;2;2;0
chr6;119979530;119979983;5;3;1;2
chr6;120665544;120666060;2;0;0;0
chr6;121751484;121751999;3;0;0;0
chr6;122329447;122330128;8;2;1;1
chr6;122520098;122520456;8;1;1;0
chr6;123101356;123101803;7;2;1;1
chr6;123548844;123549412;8;1;1;0
chr6;124144269;124144983;3;5;2;3
chr6;125363112;125363724;8;2;2;0
chr6;125495708;125496202;8;1;0;1
chr6;125659431;125660018;8;2;1;1
chr6;125684785;125685223;9;0;0;0
chr6;125691256;125692163;9;2;2;0
chr6;125858171;125858705;9;3;2;1
chr6;125876159;125876903;9;4;4;0
chr6;126340907;126341397;8;4;4;0
chr6;126438960;126439860;8;5;4;1
chr6;126444153;126444799;8;2;2;0
chr6;126621291;126621708;9;1;1;0
chr6;127156161;127156775;12;0;0;0
chr6;128969140;128969770;4;7;5;2
chr6;129209962;129210398;5;4;3;1
chr6;129211027;129211451;5;2;1;1
chr6;129584412;129584677;6;1;1;0
chr6;130182232;130182774;8;3;2;1
chr6;130566440;130566960;9;4;3;1
chr6;130776959;130777380;9;5;4;1
chr6;132272484;132272861;21;0;0;0
chr6;132655325;132655851;20;4;2;2
chr6;132665751;132666254;20;0;0;0
chr6;132669380;132669764;20;2;2;0
chr6;133240001;133240545;15;3;1;2
chr6;133449175;133449737;16;1;0;1
chr6;136424603;136425550;10;1;1;0
chr6;136723215;136723780;11;2;1;1
chr6;138017656;138019111;14;3;3;0
chr6;138122045;138122523;15;1;1;0
chr6;138714890;138715329;15;0;0;0
chr6;138718317;138718658;15;3;2;1
chr6;138898489;138898942;14;4;3;1
chr6;139696309;139696635;10;0;0;0
chr6;139724160;139724525;9;1;1;0
chr6;139831135;139831968;8;0;0;0
chr6;140248889;140249522;5;4;3;1
chr6;140757502;140757909;0;1;0;1
chr6;140758957;140759548;0;3;1;2
chr6;141095048;141095848;0;3;3;0
chr6;142283983;142284387;5;2;1;1
chr6;142468089;142468468;6;2;2;0
chr6;142468529;142468629;6;0;0;0
chr6;142699295;142699730;6;0;0;0
chr6;143189123;143189652;14;4;4;0
chr6;143206349;143206903;14;1;1;0
chr6;144416512;144417137;13;2;1;1
chr6;144821884;144822495;9;2;2;0
chr6;144849497;144850177;9;1;1;0
chr6;145199418;145200236;8;4;3;1
chr6;145206469;145206968;8;2;0;2
chr6;145207679;145208083;8;1;1;0
chr6;145333335;145333768;7;2;2;0
chr6;145693985;145694406;5;2;2;0
chr6;146827149;146827609;7;2;2;0
chr6;147187217;147187588;6;0;0;0
chr6;147539948;147540338;5;1;1;0
chr6;148489536;148490059;4;2;2;0
chr6;148611559;148612042;5;1;0;1
chr6;149195734;149196302;12;1;1;0
chr6;149515809;149516435;19;0;0;0
chr6;149517179;149517683;19;1;1;0
chr6;150449545;150449960;20;2;2;0
chr6;150466529;150466982;20;1;1;0
chr6;150498357;150498840;20;2;2;0
chr6;150684850;150685416;22;3;3;0
chr6;150772541;150773577;22;3;3;0
chr6;150888990;150889600;21;0;0;0
chr6;151061105;151061509;19;2;2;0
chr6;151067126;151067535;19;0;0;0
chr6;151433175;151433738;10;1;0;1
chr6;152566007;152566502;13;3;2;1
chr6;152634827;152635845;13;3;2;1
chr6;153424393;153424759;9;5;4;1
chr6;154820889;154821335;8;2;1;1
chr6;155034927;155035316;8;2;2;0
chr6;155251262;155251914;8;6;5;1
chr6;155286724;155287098;8;1;0;1
chr6;155401087;155401606;8;2;2;0
chr6;155406820;155407312;8;1;1;0
chr6;155429463;155430138;8;5;5;0
chr6;155461390;155461989;8;2;1;1
chr6;156921865;156922314;3;1;0;1
chr6;157112368;157112917;3;2;1;1
chr6;159048255;159048659;15;2;1;1
chr6;159074535;159074980;15;0;0;0
chr6;159128054;159128642;15;3;3;0
chr6;159218335;159218832;19;3;2;1
chr6;159843747;159844271;21;4;3;1
chr6;160211121;160211656;18;0;0;0
chr6;160559318;160559724;16;0;0;0
chr6;162499960;162500480;4;1;1;0
chr6;162608162;162608745;4;4;4;0
chr6;162679585;162680236;4;2;2;0
chr6;162699702;162700129;3;1;1;0
chr6;162869131;162869772;4;2;2;0
chr6;162912740;162913172;4;0;0;0
chr6;162959581;162960234;4;2;1;1
chr6;163276102;163276426;4;1;1;0
chr6;163378084;163378593;4;3;3;0
chr6;163507039;163507673;4;1;1;0
chr6;163629812;163630519;4;1;1;0
chr6;163723193;163723583;4;1;1;0
chr6;164166883;164167350;3;1;1;0
chr6;164519923;164520372;3;1;1;0
chr6;164695583;164696012;3;3;3;0
chr6;165251329;165252097;2;1;0;1
chr6;165259256;165259720;2;2;1;1
chr6;165645737;165646134;4;2;2;0
chr6;165984784;165985207;9;4;4;0
chr6;166070210;166071047;9;3;2;1
chr6;166235894;166236536;9;4;4;0
chr6;167429679;167430060;19;4;3;1
chr6;167447825;167448236;19;2;1;1
chr6;167551219;167551853;20;2;2;0
chr6;168070326;168071035;17;0;0;0
chr6;168322596;168322973;16;1;1;0
chr6;169135187;169135742;11;2;1;1
chr6;170046860;170047471;12;0;0;0
chr6;170107805;170108365;11;3;3;0
chr6;170742292;170742623;10;1;0;1
chr6;170771704;170772206;10;2;1;1
chr7;64919;65391;12;1;1;0
chr7;1619792;1620334;29;0;0;0
chr7;2197456;2197783;24;2;2;0
chr7;2201860;2202225;23;1;0;1
chr7;2781676;2782396;17;2;1;1
chr7;2831120;2831457;16;1;0;1
chr7;2836654;2837127;16;3;2;1
chr7;3204035;3204497;15;1;1;0
chr7;3319063;3319526;12;3;2;1
chr7;3477983;3478482;9;4;3;1
chr7;4824385;4824788;15;0;0;0
chr7;4911978;4912427;15;4;4;0
chr7;6927665;6928512;26;2;1;1
chr7;7139052;7139473;21;4;3;1
chr7;7936608;7937120;8;2;1;1
chr7;7937354;7937873;8;1;1;0
chr7;7942310;7943069;8;5;3;2
chr7;8186440;8187097;8;1;1;0
chr7;8253885;8254617;8;5;4;1
chr7;8272556;8273089;8;0;0;0
chr7;8323501;8323969;7;2;1;1
chr7;8654804;8655251;5;2;1;1
chr7;9121802;9122229;3;3;1;2
chr7;9281464;9281959;2;1;1;0
chr7;11902203;11903027;7;4;3;1
chr7;11903045;11903315;7;2;2;0
chr7;12425063;12425599;5;3;3;0
chr7;12726991;12727393;5;1;0;1
chr7;13784709;13785174;2;2;2;0
chr7;13959701;13960136;2;0;0;0
chr7;14454196;14454692;3;3;3;0
chr7;14544413;14544867;3;0;0;0
chr7;14874918;14875398;4;2;2;0
chr7;15857688;15858038;11;1;1;0
chr7;16387349;16387965;12;5;3;2
chr7;16461347;16461817;12;1;1;0
chr7;16659645;16660078;11;0;0;0
chr7;16701488;16702031;11;3;1;2
chr7;16825145;16825695;10;0;0;0
chr7;17972119;17972941;4;3;2;1
chr7;18027715;18028283;4;1;1;0
chr7;18844746;18845324;7;4;3;1
chr7;18997251;18997709;6;2;1;1
chr7;20447336;20448001;6;3;3;0
chr7;21797284;21798029;8;0;0;0
chr7;21805766;21806182;8;1;1;0
chr7;22104011;22104652;8;2;2;0
chr7;22914365;22914901;17;1;1;0
chr7;22919589;22919955;17;1;0;1
chr7;23115045;23115579;15;3;2;1
chr7;23221144;23221796;15;0;0;0
chr7;23967218;23967654;15;2;1;1
chr7;23968053;23968662;15;1;1;0
chr7;24240772;24241222;13;0;0;0
chr7;24376144;24376592;12;1;1;0
chr7;24869009;24869246;8;2;1;1
chr7;24869365;24869779;8;1;0;1
chr7;25003246;25003689;7;1;0;1
chr7;25675716;25676221;11;3;2;1
chr7;25798163;25798561;12;0;0;0
chr7;25879908;25880350;11;2;1;1
chr7;26452788;26453245;20;2;1;1
chr7;26574212;26574630;21;4;2;2
chr7;27381043;27381692;21;2;1;1
chr7;27496044;27496450;20;2;2;0
chr7;27989647;27990133;18;1;1;0
chr7;28581851;28582497;6;1;1;0
chr7;28756394;28756706;6;1;1;0
chr7;29370439;29371125;10;2;0;2
chr7;29638592;29639041;13;0;0;0
chr7;29645887;29646416;13;2;1;1
chr7;29810572;29811570;17;2;2;0
chr7;29833018;29833622;17;1;1;0
chr7;29894119;29894826;18;5;4;1
chr7;30065995;30066653;19;1;0;1
chr7;30265314;30265871;19;4;2;2
chr7;30279912;30280692;19;3;3;0
chr7;30292791;30293430;19;2;1;1
chr7;30294807;30295418;19;2;1;1
chr7;30308313;30309005;19;3;1;2
chr7;30842419;30843278;21;0;0;0
chr7;30970218;30970668;20;1;1;0
chr7;32787005;32787780;9;3;1;2
chr7;32919011;32919432;9;1;1;0
chr7;33651959;33652619;8;3;2;1
chr7;33773554;33774231;10;1;1;0
chr7;33846434;33846872;10;1;1;0
chr7;33855697;33856116;10;0;0;0
chr7;33902722;33903467;10;2;1;1
chr7;33952065;33952682;9;4;3;1
chr7;35212748;35213407;8;2;1;1
chr7;35505207;35506323;10;5;3;2
chr7;35955243;35955665;10;7;6;1
chr7;36094760;36095280;9;3;1;2
chr7;36603820;36604429;8;4;3;1
chr7;36677822;36678166;8;2;1;1
chr7;36902376;36902977;10;1;0;1
chr7;36903582;36904127;10;2;2;0
chr7;37140583;37141193;9;1;1;0
chr7;37158069;37158611;9;1;0;1
chr7;37711441;37712317;8;2;1;1
chr7;37821923;37822383;9;3;2;1
chr7;37986932;37987529;9;5;3;2
chr7;38611337;38611674;10;2;2;0
chr7;39125046;39125662;8;5;2;3
chr7;40611283;40611862;5;5;5;0
chr7;40760331;40761118;4;2;1;1
chr7;40958300;40959088;4;3;3;0
chr7;41086175;41086598;5;3;2;1
chr7;41531558;41532068;3;2;1;1
chr7;41824839;41825191;3;2;2;0
chr7;42059633;42060252;6;0;0;0
chr7;43524226;43524844;23;4;4;0
chr7;44180799;44181308;31;0;0;0
chr7;44297527;44297970;32;1;1;0
chr7;44504981;44505442;32;2;2;0
chr7;44820304;44820614;30;1;0;1
chr7;46138542;46139090;7;1;1;0
chr7;46246933;46247405;5;0;0;0
chr7;46329924;46330435;6;3;2;1
chr7;46643812;46644208;6;0;0;0
chr7;47366902;47367677;10;1;1;0
chr7;47504441;47505169;10;1;1;0
chr7;47521767;47522125;10;1;0;1
chr7;47557799;47558290;10;1;1;0
chr7;47687215;47687629;10;0;0;0
chr7;47885720;47886378;9;1;1;0
chr7;48683009;48683508;9;0;0;0
chr7;48685238;48685608;9;0;0;0
chr7;49031446;49032207;7;4;2;2
chr7;49709264;49709848;8;1;1;0
chr7;49905526;49906041;7;2;2;0
chr7;50689575;50690245;8;3;2;1
chr7;50692944;50693590;8;1;1;0
chr7;50696059;50696484;8;0;0;0
chr7;50708948;50709412;8;0;0;0
chr7;51101256;51101701;7;1;1;0
chr7;51189435;51190091;6;2;2;0
chr7;51419812;51420507;5;2;1;1
chr7;53101689;53102244;1;4;2;2
chr7;53162488;53162935;1;1;1;0
chr7;55188261;55188723;16;3;2;1
chr7;55570697;55571047;16;0;0;0
chr7;55637783;55638205;16;1;0;1
chr7;64405442;64405854;12;4;3;1
chr7;64725449;64726109;16;2;0;2
chr7;66547739;66548409;10;3;3;0
chr7;67331069;67331485;3;2;2;0
chr7;67613414;67613819;1;2;2;0
chr7;68194343;68194720;1;3;2;1
chr7;68642316;68642932;1;2;2;0
chr7;68814102;68814754;1;2;2;0
chr7;69090706;69091220;1;2;2;0
chr7;69096162;69096432;1;2;1;1
chr7;69118272;69118629;1;2;2;0
chr7;69336868;69337534;1;2;2;0
chr7;69399026;69400116;1;4;3;1
chr7;69403436;69403973;1;2;2;0
chr7;69412989;69413477;1;4;2;2
chr7;69521204;69521745;1;3;3;0
chr7;69562599;69562997;1;1;1;0
chr7;69599109;69599618;2;0;0;0
chr7;69606892;69607563;2;0;0;0
chr7;69901686;69902306;2;0;0;0
chr7;69939865;69940430;2;2;2;0
chr7;70033471;70034536;2;4;3;1
chr7;70172659;70173327;2;3;1;2
chr7;70176360;70176881;2;1;1;0
chr7;70509377;70509942;3;2;1;1
chr7;70847373;70847979;3;3;2;1
chr7;70889092;70889539;3;2;2;0
chr7;70918568;70919073;3;1;1;0
chr7;71003166;71003598;3;4;3;1
chr7;71188802;71189340;3;0;0;0
chr7;71192329;71192853;3;1;0;1
chr7;72091009;72091320;14;1;1;0
chr7;72175870;72176492;18;2;1;1
chr7;72194032;72194474;18;3;3;0
chr7;73020443;73020759;27;2;1;1
chr7;73928343;73928721;27;1;1;0
chr7;74428849;74429181;19;2;1;1
chr7;74817043;74817735;19;2;1;1
chr7;75275917;75276489;22;4;3;1
