Gene ID;FC ([hypo] vs [co]);Log FC ([hypo] vs [co]);FC (abs) ([hypo] vs [co]);Regulation ([hypo] vs [co]);[co](raw);[hypo](raw);[co](normalized);[hypo](normalized);Gene Symbol;Aliases;Entrez ID;Ensembl ID;GO Accession;Gene Type
319153;1.7999643;0.8479683;1.7999643;up;33.75875;44.279568;-0.11348677;0.7344815;Hist1h3i;H3-H|MGC144390;319153;ENSMUSG00000069310|ENSMUSG00000075032;GO:0003674|GO:0005575|GO:0008150;protein-coding
54373;-3.2362752;-1.6943343;3.2362752;down;15.900001;5.0466666;-0.10419194;-1.7985262;Prss16;AI448615|TSSP;54373;ENSMUSG00000006179;GO:0006508|GO:0008233|GO:0008236|GO:0016787|GO:0031410;protein-coding
319158;1.8417093;0.88104534;1.8417093;up;695.9235;924.39764;-0.22846985;0.6525755;Hist1h4i;;319158;ENSMUSG00000060639;GO:0003674|GO:0005575|GO:0008150;protein-coding
319167;1.5182801;0.602438;1.5182801;up;100.158264;111.87451;-0.1796829;0.4227551;Hist1h2ag;;319167;ENSMUSG00000069301;GO:0005575|GO:0008150;protein-coding
319183;1.7380004;0.7974284;1.7380004;up;70.20751;88.868385;-0.22548802;0.5719404;Hist1h2bj;;319183;ENSMUSG00000069300;;protein-coding
12231;-1.5262518;-0.609993;1.5262518;down;518.05994;241.99995;0.4090096;-0.20098336;Btn1a1;Btn;12231;ENSMUSG00000000706;GO:0016020|GO:0016021|GO:0031324|GO:0046007|GO:0050710;protein-coding
97908;2.2730389;1.1846223;2.2730389;up;24.449232;40.615963;-0.35500398;0.8296183;Hist1h3g;H3.1-221|M32460;97908;ENSMUSG00000062417;GO:0003674|GO:0005575|GO:0008150;protein-coding
260423;1.5572778;0.6390263;1.5572778;up;26.267248;29.783678;-0.4018742;0.2371521;Hist1h3f;H3.2-221|Hist1;260423;ENSMUSG00000059309;GO:0003674|GO:0005634|GO:0008150;protein-coding
319157;2.297529;1.200083;2.297529;up;18.333565;30.847025;-0.4250494;0.77503365;Hist1h4f;;319157;ENSMUSG00000069274;GO:0003674|GO:0005575|GO:0008150;protein-coding
319151;1.688902;0.75608563;1.688902;up;21.152536;26.01793;-0.29475585;0.4613298;Hist1h3e;H3-f|H3.1;319151;ENSMUSG00000069273;GO:0003674|GO:0005575|GO:0008150;protein-coding
319166;1.5611928;0.6426487;1.5611928;up;99.16001;111.5665;-0.20085399;0.44179472;Hist1h2ae;1190022L06;319166;ENSMUSG00000069272;GO:0003674|GO:0005575|GO:0008150;protein-coding
319149;1.5236917;0.60757095;1.5236917;up;29.42851;32.48398;-0.034632523;0.57293844;Hist1h3d;H3-b;319149;ENSMUSG00000062808;GO:0003674|GO:0005575|GO:0008150;protein-coding
319156;1.94316;0.9584047;1.94316;up;31.625162;45.816685;-0.60666245;0.35174227;Hist1h4d;;319156;ENSMUSG00000061482;GO:0003674|GO:0005575|GO:0008150;protein-coding
50709;1.7925034;0.84197587;1.7925034;up;36.28723;44.844448;-0.19073217;0.6512437;Hist1h1e;H1-4|H1e|H1f4|H1s-4|H1var2;50709;ENSMUSG00000051627;GO:0000786|GO:0003677|GO:0005515|GO:0005634|GO:0005694|GO:0006334|GO:0016584;protein-coding
319155;1.7913437;0.84104216;1.7913437;up;22.038712;28.555513;-0.14859708;0.6924451;Hist1h4c;;319155;ENSMUSG00000060678;;protein-coding
319148;1.9830983;0.98775613;1.9830983;up;60.136917;88.15112;-0.31372514;0.67403096;Hist1h3c;H3-143;319148;ENSMUSG00000069310|ENSMUSG00000075032;GO:0003674|GO:0005575|GO:0008150;protein-coding
319150;2.3281615;1.2191911;2.3281615;up;23.322092;39.71207;-0.40317073;0.8160203;Hist1h3b;H3-53;319150;ENSMUSG00000069267;;protein-coding
326619;1.7783098;0.8305067;1.7783098;up;19.948166;26.567749;-0.14263408;0.6878726;Hist1h4a;;326619;ENSMUSG00000060093;GO:0003674;protein-coding
360198;2.2196937;1.1503606;2.2196937;up;22.433561;36.2111;-0.39198685;0.75837374;Hist1h3a;;360198;ENSMUSG00000069265;GO:0005654|GO:0060968;protein-coding
14238;2.4561265;1.2963848;2.4561265;up;10.94;17;-0.8233524;0.4730324;Foxf2;FREAC2|Fkh20|LUN;14238;ENSMUSG00000038402;GO:0000122|GO:0003677|GO:0003690|GO:0003700|GO:0003705|GO:0005634|GO:0005667|GO:0006351|GO:0006355|GO:0006366|GO:0007389|GO:0008134|GO:0008301|GO:0009888|GO:0030198|GO:0042249|GO:0043565|GO:0045892|GO:0045893|GO:0045944|GO:0048566|GO:0048806|GO:0051090|GO:0060021;protein-coding
71864;-1.7282287;-0.7892941;1.7282287;down;159.56665;65.78666;0.25506768;-0.5342264;1700026J04Rik;;71864;ENSMUSG00000021414;GO:0003674|GO:0005575|GO:0008150;protein-coding
68404;-2.6061447;-1.3819171;2.6061447;down;434.6;125.293335;0.7145179;-0.6673992;Nrn1;0710008J23Rik|MGC40786|Nrn|cpg15;68404;ENSMUSG00000039114;GO:0005886|GO:0007399|GO:0007409|GO:0016020|GO:0031225;protein-coding
74145;-1.6694416;-0.7393656;1.6694416;down;719.8133;317.86;0.39473596;-0.34462962;F13a1;1200014I03Rik|AI462306|F13a;74145;ENSMUSG00000039109;GO:0003810|GO:0005576|GO:0005737|GO:0007596|GO:0008152|GO:0008415|GO:0016740|GO:0018149|GO:0046872;protein-coding
21418;1.635724;0.7099293;1.635724;up;39.922913;46.80192;-0.5072678;0.20266151;Tcfap2a;AP-2|Ap2|Ap2tf|Tfap2a;21418;ENSMUSG00000021359;GO:0000980|GO:0003334|GO:0003677|GO:0003682|GO:0003700|GO:0003713|GO:0005515|GO:0005634|GO:0005667|GO:0005737|GO:0005794|GO:0005813|GO:0005829|GO:0006351|GO:0006355|GO:0006357|GO:0008134|GO:0010628|GO:0021506|GO:0030501|GO:0032496|GO:0043231|GO:0043565|GO:0043588|GO:0044212|GO:0045893|GO:0045944|GO:0046983|GO:0048701|GO:0048705|GO:0070172;protein-coding
66154;1.6505405;0.72293854;1.6505405;up;12304.878;14741.606;-0.15691216;0.5660264;Tmem14c;1110021D01Rik|AU020193|HSPC194;66154;ENSMUSG00000021361;GO:0003674|GO:0005739|GO:0006783|GO:0008150|GO:0016020|GO:0016021;protein-coding
17152;2.7408442;1.4546204;2.7408442;up;86.41333;159.46666;-0.6321573;0.82246304;Mak;A930010O05Rik;17152;ENSMUSG00000021363;GO:0000166|GO:0004672|GO:0004674|GO:0004693|GO:0005524|GO:0006468|GO:0007049|GO:0016301|GO:0016310|GO:0016740|GO:0016772;protein-coding
328231;1.5976182;0.6759227;1.5976182;up;159.22002;187.55334;-0.38977447;0.28614822;Gm5082;A030008J09|EG328231;328231;ENSMUSG00000054258;GO:0003674|GO:0005575|GO:0008150;protein-coding
407800;-1.6818248;-0.7500275;1.6818248;down;488.63452;209.95857;0.38885847;-0.361169;Ecm2;9030618O22Rik|BC065151|MGC107322|tenonectin;407800;ENSMUSG00000043631;GO:0005518|GO:0005576|GO:0005578|GO:0005614|GO:0008201|GO:0010811|GO:0030198|GO:0031012|GO:0070052;protein-coding
66695;-2.9894266;-1.5798688;2.9894266;down;101.35333;24.373331;0.52219313;-1.0576757;Aspn;4631401G09Rik|AA986886|Plap1|Slrr1c;66695;ENSMUSG00000021388;GO:0005509|GO:0005515|GO:0005576|GO:0005578|GO:0015288|GO:0030282|GO:0030512|GO:0031214|GO:0046930|GO:0055085|GO:0070171;protein-coding
27047;1.5802114;0.6601176;1.5802114;up;151.90338;172.57841;-0.12806654;0.5320511;Omd;OSAD|SLRR2C;27047;ENSMUSG00000048368;GO:0005576|GO:0005578|GO:0007155;protein-coding
18295;-1.7823266;-0.8337617;1.7823266;down;688;287.94003;0.34468237;-0.48907933;Ogn;3110079A16Rik|OG|OIF|SLRR3A|mimecan|mimican;18295;ENSMUSG00000021390;GO:0005576|GO:0005578|GO:0005615|GO:0008083;protein-coding
104069;-2.1651828;-1.1144888;2.1651828;down;54.813343;18.806665;0.577261;-0.5372279;Sncb;AI838531|betaSYN;104069;ENSMUSG00000034891;GO:0005509|GO:0005737|GO:0005739|GO:0019717|GO:0042417|GO:0043195|GO:0043524|GO:0043679;protein-coding
212032;-1.7614024;-0.8167245;1.7614024;down;93.10667;39.921333;0.13207023;-0.68465424;Hk3;MGC143940;212032;ENSMUSG00000025877;GO:0000166|GO:0003824|GO:0004396|GO:0005524|GO:0005739|GO:0005975|GO:0006096|GO:0008152|GO:0016301|GO:0016310|GO:0016740|GO:0016773|GO:0019899|GO:0042562|GO:0043234;protein-coding
51791;-1.7674124;-0.8216387;1.7674124;down;34.46;14.073334;0.44636154;-0.37527713;Rgs14;;51791;ENSMUSG00000052087;GO:0000922|GO:0005092|GO:0005096|GO:0005634|GO:0005737|GO:0005813|GO:0005819|GO:0005886|GO:0006913|GO:0006979|GO:0007051|GO:0007067|GO:0007186|GO:0008017|GO:0008277|GO:0008542|GO:0019901|GO:0030159|GO:0043547|GO:0048008|GO:0050769|GO:0051301|GO:0070373;protein-coding
18740;3.5311964;1.820157;3.5311964;up;36.84667;99.67999;-0.25065008;1.569507;Pitx1;Bft|P-OTX|Potx|Ptx1;18740;ENSMUSG00000021506;GO:0000988|GO:0001501|GO:0003677|GO:0003700|GO:0005634|GO:0005667|GO:0005730|GO:0005737|GO:0006351|GO:0006355|GO:0007275|GO:0014707|GO:0021983|GO:0035116|GO:0035137|GO:0043565|GO:0045944|GO:0048625|GO:0051216;protein-coding
57266;-1.5560459;-0.6378846;1.5560459;down;35;16.666666;0.31587377;-0.32201084;Cxcl14;1110031L23Rik|1200006I23Rik|AI414372|BMAC|BRAK|KS1|Kec|MGC90667|MIP-2g|MIP2gamma|NJAC|Scyb14|bolekine;57266;ENSMUSG00000021508;GO:0005125|GO:0005576|GO:0005615|GO:0005794|GO:0006955|GO:0008009;protein-coding
70900;2.025854;1.0185304;2.025854;up;8.37037;12.166667;-0.57062334;0.44790706;4921517D22Rik;;70900;ENSMUSG00000049902;GO:0003674|GO:0005575|GO:0008150;protein-coding
214639;-1.5445516;-0.6271881;1.5445516;down;50.17333;24.453333;0.2982688;-0.32891926;4930486L24Rik;AW545031;214639;ENSMUSG00000050345;GO:0003674|GO:0004197|GO:0005576|GO:0006508|GO:0008150|GO:0008234|GO:0030054;protein-coding
13025;-1.7815902;-0.8331655;1.7815902;down;604.9502;244.37776;0.55521935;-0.27794614;Ctla2b;AW545568|Ctla-2b;13025;ENSMUSG00000074874;GO:0004869|GO:0005515|GO:0005575|GO:0008152|GO:0008234;protein-coding
13024;-1.5204388;-0.6044877;1.5204388;down;2134.2622;1009.6673;0.37299123;-0.2314965;Ctla2a;Ctla-2a;13024;ENSMUSG00000044258;GO:0003674|GO:0005575|GO:0005576|GO:0008150|GO:0008152|GO:0008234;protein-coding
26898;-14.215373;-3.82938;14.215373;down;22.566668;0.6666667;1.0833962;-2.7459838;Ctsj;CATP|CatRLP|Ctsp|MGC117662;26898;ENSMUSG00000055298;GO:0004197|GO:0005764|GO:0006508|GO:0008233|GO:0008234|GO:0016787|GO:0048471;protein-coding
69315;2.5423706;1.3461744;2.5423706;up;8.666667;14.333333;-0.6550725;0.69110185;1700001L19Rik;;69315;ENSMUSG00000021534;GO:0003674|GO:0005575|GO:0008150;protein-coding
76980;1.8193122;0.8633932;1.8193122;up;377.33334;504.42;-0.40988064;0.45351252;Ube2ql1;3110006E14Rik;76980;ENSMUSG00000052981;GO:0000166|GO:0003674|GO:0004842|GO:0005524|GO:0005575|GO:0008150|GO:0008152|GO:0016567|GO:0016874|GO:0016881;protein-coding
16372;-1.5924993;-0.67129266;1.5924993;down;1716.6725;785.87335;0.21437073;-0.4569219;Irx2;IRX6|MGC103290;16372;ENSMUSG00000001504;GO:0003674|GO:0003677|GO:0003700|GO:0005575|GO:0005634|GO:0006355|GO:0008150|GO:0043565;protein-coding
210992;1.6179843;0.69419765;1.6179843;up;5703.28;6725.2656;-0.1350425;0.55915517;Lpcat1;2900035H07Rik|Aytl2|BB137372|BC005662|C87117|LPCAT|MGC8148|rd11;210992;ENSMUSG00000021608;GO:0005509|GO:0005783|GO:0005794|GO:0008152|GO:0008415|GO:0008654|GO:0016020|GO:0016021|GO:0016740|GO:0047184|GO:0047192|GO:0060041;protein-coding
72293;-1.5447922;-0.6274128;1.5447922;down;614.7266;287.41336;0.4182342;-0.20917861;Nkd2;2210403L10Rik|AW212591;72293;ENSMUSG00000021567;GO:0005509|GO:0005737|GO:0005886|GO:0006810|GO:0006887|GO:0016020|GO:0016055|GO:0031410|GO:0031625;protein-coding
100042986;-1.9877977;-0.991171;1.9877977;down;80.16348;30.443666;0.3310267;-0.6601443;Gm4149;;100042986;;;protein-coding
192657;2.133094;1.0929476;2.133094;up;5537.513;7833.8765;-0.021458307;1.0714893;Ell2;;192657;ENSMUSG00000001542;GO:0005575|GO:0005634|GO:0006351|GO:0006355|GO:0006368|GO:0008023|GO:0032968;protein-coding
218341;1.6206352;0.6965593;1.6206352;up;1571.6129;1788.1803;0.06351789;0.7600772;Rfesd;AI256775|D030068K09;218341;ENSMUSG00000043190;GO:0003674|GO:0005575|GO:0008150|GO:0016491|GO:0046872|GO:0051536|GO:0051537|GO:0055114;protein-coding
238725;4.1646;2.058178;4.1646;up;74.81333;183.78667;-0.20503981;1.8531381;Gpr150;C030001A19Rik|PGR11;238725;ENSMUSG00000045509;GO:0003674|GO:0004871|GO:0004872|GO:0004930|GO:0005575|GO:0005886|GO:0007165|GO:0007186|GO:0008150|GO:0016020|GO:0016021;protein-coding
435376;-1.8429523;-0.8820187;1.8429523;down;27.287481;10.713333;0.4377637;-0.44425502;Atp6ap1l;EG435376;435376;ENSMUSG00000078958;GO:0003674|GO:0005575|GO:0008150;protein-coding
76722;-1.6134671;-0.6901642;1.6134671;down;552.82;243.9333;0.24522305;-0.4449412;Ckmt2;2300008A19Rik|ScCKmit;76722;ENSMUSG00000021622;GO:0000166|GO:0003824|GO:0004111|GO:0005524|GO:0005739|GO:0005743|GO:0006600|GO:0006603|GO:0016020|GO:0016301|GO:0016310|GO:0016740|GO:0016772;protein-coding
380863;-2.4718046;-1.3055648;2.4718046;down;69;20.106667;0.22191238;-1.0836524;Tmem171;Gm905|MGC117733;380863;ENSMUSG00000052485;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
218518;-1.7998176;-0.8478507;1.7998176;down;494.08667;199.84666;0.4125732;-0.43527746;Marveld2;BC003296|MARVD2|MGC55067|Mrvldc2|Tric|Trica|Tricb|Tricc;218518;ENSMUSG00000021636;GO:0003674|GO:0005575|GO:0005886|GO:0005923|GO:0007605|GO:0008150|GO:0016020|GO:0016021|GO:0030054;protein-coding
218581;1.9424093;0.95784724;1.9424093;up;1178.68;1646.7867;-0.25209394;0.7057533;Depdc1b;9830132O03|AW260467|XTP1;218581;ENSMUSG00000021697;GO:0003674|GO:0005096|GO:0005575|GO:0005622|GO:0007165|GO:0008150|GO:0035556|GO:0043547;protein-coding
238871.chr13.2;-1.5418636;-0.62467515;1.5418636;down;373.79886;177.48445;0.3068641;-0.317811;Pde4d;9630011N22Rik|Dpde3;238871;ENSMUSG00000021699|ENSMUSG00000074661;GO:0000267|GO:0003824|GO:0004112|GO:0004114|GO:0004115|GO:0005737|GO:0005794|GO:0005813|GO:0005829|GO:0005856|GO:0005886|GO:0006198|GO:0006939|GO:0007165|GO:0008081|GO:0008152|GO:0008277|GO:0010738|GO:0016020|GO:0016787|GO:0017124|GO:0019904|GO:0030016|GO:0030552|GO:0043623|GO:0046872;protein-coding
20620;-1.5804596;-0.6603441;1.5804596;down;12641.95;5738.9727;0.17442577;-0.48591837;Plk2;Snk;20620;ENSMUSG00000021701;GO:0000166|GO:0000278|GO:0004672|GO:0004674|GO:0004871|GO:0005515|GO:0005524|GO:0006468|GO:0007165|GO:0016301|GO:0016310|GO:0016740|GO:0016772|GO:0043123;protein-coding
218624;1.7080557;0.7723551;1.7080557;up;5632.3105;6665.4917;-0.27871418;0.4936409;Il31ra;CRL3|GLM-R|GPL|Glmr|NR10;218624;ENSMUSG00000050377;GO:0004872|GO:0004896|GO:0005886|GO:0007165|GO:0008284|GO:0016020|GO:0016021;protein-coding
13206;-1.5286024;-0.61221313;1.5286024;down;250.33333;110.76666;0.53943557;-0.07277759;Ddx4;AV206478|Mvh|VASA;13206;ENSMUSG00000021758;GO:0000166|GO:0000237|GO:0003676|GO:0004386|GO:0005515|GO:0005524|GO:0005634|GO:0005737|GO:0006200|GO:0007141|GO:0007275|GO:0007283|GO:0008026|GO:0008152|GO:0016787|GO:0030317|GO:0030529|GO:0032880|GO:0033391|GO:0044464|GO:0048471|GO:0071546|GO:0071547;protein-coding
16392;2.2004104;1.1377727;2.2004104;up;514.25336;722.28;-0.9262748;0.21149795;Isl1;;16392;ENSMUSG00000042258;GO:0001755|GO:0003007|GO:0003677|GO:0003682|GO:0003700|GO:0005515|GO:0005622|GO:0005634|GO:0006351|GO:0006355|GO:0007275|GO:0007507|GO:0008270|GO:0021522|GO:0021524|GO:0021983|GO:0030182|GO:0031016|GO:0031290|GO:0032024|GO:0043565|GO:0044424|GO:0045665|GO:0045944|GO:0046872|GO:0048663|GO:0048762;protein-coding
15165;1.6069756;0.684348;1.6069756;up;249.27998;290.58002;-0.33525038;0.34909758;Hcn1;Bcng1|C630013B14Rik|HAC2;15165;ENSMUSG00000021730;GO:0000166|GO:0005216|GO:0005244|GO:0005249|GO:0005267|GO:0005272|GO:0005515|GO:0006810|GO:0006811|GO:0006813|GO:0006814|GO:0016020|GO:0016021|GO:0030424|GO:0030425|GO:0030552|GO:0034765|GO:0035725|GO:0045176|GO:0046549|GO:0055085|GO:0071805;protein-coding
14165;2.3993165;1.2626235;2.3993165;up;204.91609;354.69934;-0.6769522;0.5856714;Fgf10;BB213776|Fgf-10;14165;ENSMUSG00000021732;GO:0000187|GO:0001759|GO:0001974|GO:0003338|GO:0005104|GO:0005111|GO:0005515|GO:0005576|GO:0005615|GO:0005634|GO:0005886|GO:0006935|GO:0007267|GO:0007368|GO:0007431|GO:0007435|GO:0008083|GO:0008201|GO:0008284|GO:0008285|GO:0008543|GO:0008544|GO:0008589|GO:0009880|GO:0009887|GO:0009986|GO:0010468|GO:0010631|GO:0010634|GO:0010838|GO:0021983|GO:0030177|GO:0030324|GO:0030538|GO:0030855|GO:0030878|GO:0030916|GO:0030949|GO:0031016|GO:0031069|GO:0031076|GO:0031532|GO:0031659|GO:0032781|GO:0032808|GO:0032925|GO:0034394|GO:0035019|GO:0035108|GO:0035265|GO:0042056|GO:0042060|GO:0042472|GO:0042475|GO:0042693|GO:0043066|GO:0043410|GO:0043616|GO:0045596|GO:0045739|GO:0045740|GO:0045747|GO:0045893|GO:0045931|GO:0045944|GO:0046579|GO:0046877|GO:0048146|GO:0048286|GO:0048514|GO:0048536|GO:0048538|GO:0048557|GO:0048565|GO:0048566|GO:0048645|GO:0048730|GO:0048752|GO:0048754|GO:0048807|GO:0048808|GO:0050671|GO:0050673|GO:0050674|GO:0050677|GO:0050678|GO:0050679|GO:0050731|GO:0050872|GO:0050918|GO:0050930|GO:0051145|GO:0051549|GO:0051789|GO:0060019|GO:0060173|GO:0060174|GO:0060425|GO:0060428|GO:0060430|GO:0060436|GO:0060441|GO:0060445|GO:0060447|GO:0060496|GO:0060510|GO:0060541|GO:0060594|GO:0060595|GO:0060615|GO:0060661|GO:0060664|GO:0060665|GO:0060667|GO:0060685|GO:0060879|GO:0060915|GO:0061033|GO:0061115|GO:0070075|GO:0070352|GO:0070371|GO:0070374|GO:0070384|GO:0071157|GO:0071338|GO:0090263;protein-coding
72003;-2.1231387;-1.0861986;2.1231387;down;28.333334;9.666667;0.60772926;-0.47846937;Synpr;1500003F20Rik|SPO;72003;ENSMUSG00000056296;GO:0005215|GO:0006810|GO:0008021|GO:0016020|GO:0016021|GO:0019717|GO:0030054|GO:0030285|GO:0031410|GO:0045202;protein-coding
76633;-1.8046554;-0.8517234;1.8046554;down;179.62;72.32;0.50215644;-0.34956694;1700112E06Rik;2700009F18Rik;76633;ENSMUSG00000063458;GO:0003674|GO:0005575|GO:0008150;protein-coding
15209;2.4446125;1.2896059;2.4446125;up;80.666664;140.33333;-0.5152628;0.774343;Hesx1;HES-1|Rpx;15209;ENSMUSG00000040726;GO:0003677|GO:0003682|GO:0003700|GO:0005515|GO:0005634|GO:0006351|GO:0006355|GO:0007275|GO:0007420|GO:0008022|GO:0030916|GO:0043565|GO:0043584|GO:0045892|GO:0047485|GO:0048853;protein-coding
12294;2.2914572;1.1962653;2.2914572;up;371.21338;539.69995;-0.3741323;0.82213306;Cacna2d3;Cacnad3;12294;ENSMUSG00000021991;GO:0005216|GO:0005244|GO:0005245|GO:0005262|GO:0006810|GO:0006811|GO:0006816|GO:0016020|GO:0016021|GO:0034765|GO:0046872|GO:0051925|GO:0070588;protein-coding
319476;-5.8781433;-2.5553606;5.8781433;down;478.56665;59.079998;1.0887502;-1.4666103;Lrtm1;A930016D02Rik|MGC118429;319476;ENSMUSG00000045776;GO:0003674|GO:0005575|GO:0008150|GO:0016020|GO:0016021;protein-coding
218865;1.9541272;0.96652436;1.9541272;up;20.930666;27.172647;-0.28120145;0.68532294;Chdh;AU041472|D630034H06Rik|MGC30702;218865;ENSMUSG00000015970;GO:0005739|GO:0005743|GO:0006066|GO:0008812|GO:0016491|GO:0016614|GO:0019285|GO:0050660|GO:0055114;protein-coding
16426;-1.9580163;-0.9693928;1.9580163;down;203.31334;75.84667;0.42399326;-0.5453995;Itih3;AW108094|Intin3|Itih-3;16426;ENSMUSG00000006522;GO:0010951;protein-coding
78754;1.9319366;0.9500478;1.9319366;up;52.34;72.43334;-0.7327528;0.217295;Galntl2;4631401E18Rik|mpp-GalNAc-T15;78754;ENSMUSG00000021903;GO:0003674|GO:0004653|GO:0005529|GO:0005794|GO:0008150|GO:0008152|GO:0016020|GO:0016021|GO:0016740|GO:0016757|GO:0030133;protein-coding
320736;-1.5066143;-0.5913102;1.5066143;down;1343.4999;644.12006;0.22432582;-0.36698437;E130203B14Rik;;320736;ENSMUSG00000050666;GO:0003674|GO:0005575|GO:0008150;protein-coding
14560;1.5009997;0.5859237;1.5009997;up;225.59334;293.17334;0.10979573;0.6957194;Gdf10;;14560;ENSMUSG00000021943;GO:0005615|GO:0008083|GO:0045669;protein-coding
19065;2.3688183;1.2441676;2.3688183;up;12.273334;15.920001;-1.1553149;0.088852644;Ppyr1;NYYR-D|Npy4r|Y4;19065;ENSMUSG00000048337;GO:0001601|GO:0001602|GO:0004871|GO:0004872|GO:0004930|GO:0005886|GO:0007165|GO:0007186|GO:0007218|GO:0007268|GO:0016021|GO:0042277;protein-coding
105450;-1.6785315;-0.74719965;1.6785315;down;6444.8535;2769.3467;0.3622036;-0.3849961;Mmrn2;AA986839|ENDOGLYX1|Emilin3|EndoGlyx-1|MGC41271;105450;ENSMUSG00000041445;GO:0005576|GO:0005578|GO:0005604|GO:0005615;protein-coding
30044;2.212166;1.1454597;2.212166;up;315.63336;513.2534;-0.49429813;0.6511615;Opn4;1110007J02Rik|Gm533;30044;ENSMUSG00000021799;GO:0004871|GO:0004872|GO:0004930|GO:0005502|GO:0005886|GO:0007165|GO:0007186|GO:0007601|GO:0007602|GO:0008020|GO:0009584|GO:0009881|GO:0016020|GO:0016021|GO:0018298|GO:0042752|GO:0048511|GO:0050896;protein-coding
11720;-4.614803;-2.206269;4.614803;down;176.65334;27.94;0.763694;-1.442575;Mat1a;AI046368|AdoMet|Ams|MAT|MATA1|SAMS|SAMS1;11720;ENSMUSG00000037798;GO:0000166|GO:0000287|GO:0004478|GO:0005524|GO:0006556|GO:0006730|GO:0016597|GO:0016740|GO:0042803|GO:0043531|GO:0046872|GO:0051260|GO:0051289;protein-coding
20387;-16.414333;-4.0368843;16.414333;down;25.5;0.68;0.9102564;-3.1266277;Sftpa1;SP-A|Sftp-1|Sftp1;20387;ENSMUSG00000021789;GO:0005529|GO:0005581|GO:0005615|GO:0005771|GO:0005791|GO:0031410|GO:0042599|GO:0050766|GO:0051635;protein-coding
18424;2.5525627;1.3519464;2.5525627;up;11.12;21.133333;-0.52078694;0.83115935;Otx2;E130306E05Rik;18424;ENSMUSG00000021848;GO:0001708|GO:0003677|GO:0005515|GO:0005634|GO:0005737|GO:0006357|GO:0007411|GO:0007417|GO:0007492|GO:0009887|GO:0009952|GO:0009953|GO:0030154|GO:0030182|GO:0030426|GO:0030900|GO:0030901|GO:0032525|GO:0042472|GO:0042706|GO:0045165|GO:0045944|GO:0046982|GO:0048663|GO:0048856|GO:0090009;protein-coding
258233;1.8589725;0.8945055;1.8589725;up;64.94;85.97333;-0.041983444;0.8525221;Olfr741;GA_x5J8B7TYL6J-3-280|GA_x5J8B7U07Q4-325-757|GA_x6K02T2PMLR-6197851-6198786|MOR106-10|MOR106-15;258233;ENSMUSG00000060108;GO:0004871|GO:0004872|GO:0004930|GO:0004984|GO:0007165|GO:0007186|GO:0007608|GO:0016021;protein-coding
56739;-1.6734165;-0.74279654;1.6734165;down;2050.7395;885.37335;0.15980275;-0.5829938;Rec8;AW546880|Rec8L1|mrec;56739;ENSMUSG00000002324;GO:0000228|GO:0000775|GO:0000780|GO:0000794|GO:0000795|GO:0000800|GO:0001556|GO:0001673|GO:0005515|GO:0005634|GO:0005694|GO:0007059|GO:0007126|GO:0007129|GO:0007141|GO:0007286|GO:0030893;protein-coding
13035;-5.5535493;-2.4734101;5.5535493;down;24.806665;4;0.5851128;-1.8882974;Ctsg;;13035;ENSMUSG00000040314;GO:0003824|GO:0004252|GO:0005576|GO:0005615|GO:0005882|GO:0005886|GO:0006508|GO:0008152|GO:0008201|GO:0008233|GO:0008236|GO:0016020|GO:0016787|GO:0030141|GO:0032496|GO:0044130|GO:0050778|GO:0050830|GO:0050832|GO:0070946;protein-coding
14611;-1.7820348;-0.8335255;1.7820348;down;247.50667;100.40667;0.137163;-0.6963625;Gja3;Cnx46|Cx43|Cx46|Gja-3;14611;ENSMUSG00000048582;GO:0005243|GO:0005886|GO:0005921|GO:0009268|GO:0016020|GO:0016021|GO:0030054|GO:0042542|GO:0042802|GO:0045121|GO:0055085;protein-coding
14180;-2.36403;-1.2412483;2.36403;down;733.53107;220.45483;0.4927772;-0.7484711;Fgf9;Eks;14180;ENSMUSG00000021974;GO:0001525|GO:0001649|GO:0002053|GO:0002062|GO:0005104|GO:0005576|GO:0005604|GO:0005615|GO:0005737|GO:0006606|GO:0007267|GO:0007275|GO:0008083|GO:0008201|GO:0008284|GO:0008543|GO:0008584|GO:0010628|GO:0030154|GO:0030178|GO:0030238|GO:0030324|GO:0030326|GO:0030949|GO:0042472|GO:0043410|GO:0045880|GO:0048505|GO:0048566|GO:0048706|GO:0050679|GO:0051781|GO:0060045|GO:0060484|GO:0090263;protein-coding
236451;-3.0957303;-1.6302798;3.0957303;down;21.251112;5.342222;0.6163117;-1.0139681;Gm4902;EG236451;236451;ENSMUSG00000091649;GO:0003674|GO:0005575|GO:0008150;protein-coding
219132;-2.4964383;-1.3198712;2.4964383;down;45.926666;14.488889;0.3718505;-0.9480207;D14Ertd668e;MGC29273;219132;ENSMUSG00000068245;GO:0003674|GO:0005575|GO:0005634|GO:0006351|GO:0006355|GO:0008150|GO:0008270|GO:0046872;protein-coding
72125;1.5654191;0.6465489;1.5654191;up;89.15333;96.14667;-0.67552155;-0.028972626;Fam123a;2600011E07Rik|Amer2;72125;ENSMUSG00000021986;GO:0005515|GO:0005575|GO:0008150;protein-coding
